UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[PHILIPS-Ozeo UP/4.1.16r],WAP Devices,Philips,4.1.16r,4,1.16r,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[PHILIPS-V21WAP UP/4.1.16r],WAP Devices,Philips,4.1.16r,4,1.16r,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[PLM's WapBrowser],WAP Devices,WapBrowser,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Psion Cpw/*],WAP Devices,Psion,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[ReqwirelessWeb/1.8.4 MIDP-1.0 CLDC-1.0 Nokia7650],WAP Devices,ReqwirelessWeb,1.8.4,1,8.4,,,default,false,false,false,default,false,false,false,true,false,false,false,false,false,false,false,true,default
[Rover],WAP Devices,Rover,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SonyEricssonT68/R201A UP.Link/5.1*],WAP Devices,,5.1,5,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[SonyEricssonT68/R301A UP.Link/5.1*],WAP Devices,SonyEricssonT68,5.1,5,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[UP.Browser/3*],WAP Devices,UP.Browser,3.0,3,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[UP.Browser/4*],WAP Devices,UP.Browser,4.0,4,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Wapalizer/1*],WAP Devices,Wapalizer,1.0,1,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WapIDE-SDK/2.1; (R320s (Arial))],WAP Devices,WapIDE-SDK,2.1,2,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WAPJAG Virtual WAP],WAP Devices,WAPJAG Virtual,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WAPman*],WAP Devices,WAPman,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WAPPER],WAP Devices,Wapper,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Waptor 1.0],WAP Devices,Waptor,1.0,1,0,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WapView*],WAP Devices,WapView,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WinWAP*],WAP Devices,WinWAP,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[YOURWAP.com Wireless Companion],WAP Devices,YourWAP,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[YourWap/*],WAP Devices,YourWAP,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Zetor],WAP Devices,Zetor,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Website Strippers],Website Strippers,Website Stripper,,,,,,default,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
[*www4mail/*],Website Strippers,www4mail,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AaronCarter/*],Website Strippers,AaronCarter,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AgentName/0.1 libwww-perl/*],Website Strippers,AgentName,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[ah-ha.com crawler (crawler@ah-ha.com)],Website Strippers,ah-ha,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Alexibot*],Website Strippers,Alexibot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[AltoVistoWebCrawler],Website Strippers,AltoVistoWebCrawler,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[amphetameme crawler (crawler@amphetameme.com)],Website Strippers,amphetameme crawler,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[appie 1.1 (www.walhello.com)],Website Strippers,Walhello Internet Search,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Aqua_Products*],Website Strippers,Aqua_Products,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[ASPSeek*],Website Strippers,ASPSeek,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[asterias/*],Website Strippers,Asterias,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[ATA-Translation-Service],Website Strippers,ATA-Translation-Service,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[b2w/0.1],Website Strippers,b2w/0.1,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[BackDoorBot/*],Website Strippers,BackDoorBot,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[BlowFish/*],Website Strippers,BlowFish,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Bookmark search tool*],Website Strippers,Bookmark search tool,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
